"Name","Species","Colony","Nesting","sum_move_sec","sum_pause_sec","mean_move_sec","mean_pause_sec","sum_steps_move","sum_steps_pause","sum_steps_move_norm","sum_steps_pause_norm","mean_speed_move","mean_speed_move_norm","Traveled.dis","Traveled.dis.bl","mean_speed","mean_speed_norm"
"of7_5","Odo_formosanus","of7","CP",3491,108.6,17.455,0.543,54364.392955958,211.3114397669,12628.7558348183,49.0872873368049,15.5727278590542,3.61751814231403,54575.7043957249,12677.8431221551,15.6332582055929,3.631579238658
"of7_7","Odo_formosanus","of7","CP",3585.2,11.4,94.3473684210526,0.308108108108108,81421.4077546982,30.480160205541,17031.5625936124,6.3757772153485,22.7104227810717,4.75051952293104,81451.8879149038,17037.9383708277,22.7189244435188,4.75229788319416
"of7_8","Odo_formosanus","of7","CP",3581,17.6,63.9464285714286,0.32,71455.9380435234,40.1375694664626,16267.5496212249,9.13765770695416,19.9541854352202,4.54273935247832,71496.0756129899,16276.6872789318,19.9653939159424,4.5452910580653
"of8_3","Odo_formosanus","of8","CP",2569,1030.6,4.03296703296703,1.61789638932496,31750.2707254196,952.588441661958,9809.11204360413,294.298175801803,12.3589998931178,3.81826081884162,32702.8591670816,10103.4102194059,12.7298011549559,3.93281830261033
"of8_4","Odo_formosanus","of8","CP",3548.2,50.4,26.0897058823529,0.373333333333333,69904.0865497396,111.394018349651,18845.255385165,30.0304149269617,19.7012813679442,5.31121565446283,70015.4805680892,18875.285800092,19.7326758830081,5.31967921765739
"of8_5","Odo_formosanus","of8","CP",3236.8,329.6,5.59032815198618,0.570242214532872,34755.298865435,638.134610579554,8868.70124771258,162.836327173233,10.7375490810168,2.7399596044589,35393.4334760146,9031.53757488582,10.9346989236328,2.79026741685795
"of8_7","Odo_formosanus","of8","CP",3519.4,80.2,19.4441988950276,0.445555555555556,65367.0329754914,153.847642156583,17671.1064717676,41.5906603256523,18.5733457337874,5.02105656412104,65520.880617648,17712.6971320932,18.6170599015878,5.03287410697654
"of8_8","Odo_formosanus","of8","CP",3022.8,543.2,4.93115823817292,0.887581699346405,31659.8079631108,918.692379418985,8454.14324274725,245.319143460315,10.4736694333435,2.79679212741407,32578.5003425297,8699.46238620757,10.7775904269319,2.87794838765633
"of9_3","Odo_formosanus","of9","CP",3363.2,235.8,6.48015414258189,0.455212355212355,46117.1543062129,511.133132609392,12820.5891532006,142.095235370813,13.712284225206,3.81202103746451,46628.2874388222,12962.6843885714,13.8642624401826,3.85427104798152
"of9_4","Odo_formosanus","of9","CP",3488.8,110.8,12.5046594982079,0.398561151079137,54660.1129760726,250.72225594555,13307.2639973686,61.0395234884306,15.6673105297158,3.81428112742738,54910.8352320182,13368.3035208571,15.7391754276594,3.83177697800306
"of9_5","Odo_formosanus","of9","CP",3360.8,236.6,7.00166666666667,0.493945720250522,43222.0267915713,494.287575617355,12087.2633544705,138.230077181267,12.8606363935882,3.59654348800002,43716.3143671887,12225.4934316517,13.0077107733839,3.63767359903944
"of9_7","Odo_formosanus","of9","CP",3173,418.6,4.70771513353116,0.621991084695394,35663.194171955,1087.09544586993,9366.67358036727,285.517560291187,11.2395821531532,2.95199293424749,36750.289617825,9652.19114065846,11.5821902356839,3.04197640739315
"of9_8","Odo_formosanus","of9","CP",1163.2,2237.6,2.0587610619469,3.96035398230089,10096.3555978136,2114.18758016252,2581.09320714485,540.483657585239,8.67981052081637,2.21895908454681,12210.5431779761,3121.57686473009,10.497372058095,2.68361147242958
"zn444_2","Zoo_nevadensis","zn444","OP",893.6,2458.4,1.41392405063291,3.88372827804107,6467.60844200264,1948.00818679477,581.239125292173,175.066036342174,7.23769968890179,0.650446648715503,8415.61662879741,756.305161634348,9.41765513518063,0.846357611497703
"zn444_4","Zoo_nevadensis","zn444","OP",3078.6,519,4.47470930232558,0.754360465116279,47992.6571112239,634.590551884418,4431.06516531404,58.5904648324805,15.5891174921146,1.43931175382123,48627.2476631083,4489.65563014652,15.7952470808511,1.45834328270854
"zn444_5","Zoo_nevadensis","zn444","OP",3367,200.8,6.74749498997996,0.403212851405623,30887.9759701774,298.884882201613,2798.28813444082,27.0773980216779,9.17373803688074,0.831092407021331,31186.860852379,2825.3655324625,9.26250693566351,0.839134402275764
"zn444_7","Zoo_nevadensis","zn444","OP",2370.4,1221.6,3.76852146263911,1.94522292993631,32684.9084888248,1262.98781184943,2991.09919670817,115.580003253388,13.7887734090554,1.26185420043376,33947.8963006743,3106.67919996156,14.3215897319753,1.31061390480997
"zn444_9","Zoo_nevadensis","zn444","OP",2369.8,1196,2.94751243781095,1.48756218905473,19123.9571275577,1266.66406517712,1816.29935641816,120.301520811505,8.06986122354533,0.766435714582732,20390.6211927349,1936.60087722966,8.60436374071012,0.817200133863475
"zn445_2","Zoo_nevadensis","zn445","OP",3248.8,345.6,4.56933895921238,0.486760563380282,48142.2603342411,493.783290408535,3995.62820954415,40.9821730608397,14.818474616548,1.22987817333912,48636.0436246497,4036.61038260499,14.9704640558513,1.24249273042508
