"Species","Nesting","mean_mean_speed_all","mean_sd_speed_all","mean_mean_speed_norm_all","mean_sd_speed_norm_all"
"Cop_formosanus","CP",11.5935475255353,4.32437420888424,2.40269122942322,0.897393373219782
"Hod_sjostedti","MP",20.1468777947803,5.40069547731794,1.61000071304512,0.427073675112496
"Neo_sugioi","OP",4.30839613686615,2.23110806473228,0.458686347122501,0.238917714252614
"Odo_formosanus","CP",13.4835653041126,5.33008098088108,3.30905315378638,1.31881424088548
"Zoo_nevadensis","OP",9.83549829412813,5.09017846749348,0.861895968971189,0.44732294003218
