"Species","Nesting","inner.mean","outer.mean","inner.sd","outer.sd"
"Cop_for","CP",10.1734666666667,49.6030666666667,8.18974389551188,8.19992202537452
"Hod_sjo","MP",2.02586666666667,57.7604,3.49981815400616,3.53853852966531
"Neo_sug","OP",24.0164,34.9141333333333,11.3213562088386,11.3107672513767
"Odo_for","CP",7.64053333333333,51.9634666666667,4.52125706462754,4.65393416608166
"Zoo_nev","OP",16.4372,42.9812,6.71490855678065,6.2939644722367
