position,x0,y0
0,882.6963746223565,789.1480362537765
1,883.9820627802691,787.4499252615844
2,885.7394578313254,784.7349397590361
3,888.4318529862175,781.6401225114855
4,890.8418674698796,779.5828313253013
5,892.5574018126888,778.2401812688822
6,896.5054602184088,775.1341653666146
7,898.996875,772.8203125
8,900.9843505477309,772.0735524256651
9,903.0584518167457,770.4786729857819
10,906.1275590551181,767.7984251968504
11,906.5583203732504,764.746500777605
12,907.1552511415524,762.400304414003
13,909.984756097561,760.3490853658537
14,911.9503875968992,758.0682170542635
15,914.0078247261346,755.8779342723005
16,916.7158555729985,752.8571428571429
17,919.1920634920635,748.2730158730159
18,920.8036006546645,747.0147299509002
19,922.631746031746,744.6968253968254
20,926.1149606299213,742.0330708661418
21,928.6147798742139,738.6194968553459
22,930.6107594936709,737.2768987341772
23,932.8764227642276,735.5024390243902
24,935.9558101472995,732.4451718494272
25,936.4622792937399,729.2359550561798
26,937.5819032761311,726.5585023400936
27,939.9229583975347,724.1309707241911
28,942.0654205607476,721.7788161993769
29,943.1922480620154,719.9581395348837
30,944.3040752351097,716.5799373040752
31,943.8522550544324,712.9766718506999
32,943.1882716049382,710.2654320987654
33,943.512012012012,708.3348348348349
34,944.8725637181409,705.1379310344828
35,945.5273556231003,701.273556231003
36,944.937125748503,698.0583832335329
37,945.7542768273717,696.3670295489891
38,946.6323076923077,693.0292307692308
39,948.5209302325582,689.2759689922481
40,949.0961832061068,687.0900763358778
41,950.6217054263566,683.6899224806201
42,952.9175738724728,679.9782270606532
43,954.2484848484848,676.6515151515151
44,956.0287081339713,675.200956937799
45,958.3075684380033,671.4685990338164
46,959.7555555555556,668.4444444444445
47,960.5474683544304,665.9382911392405
48,962.4270015698588,663.8822605965463
49,965.3181818181818,660.8855799373041
50,966.3859375000001,657.546875
51,967.2447447447447,655.563063063063
52,968.621875,653.021875
53,970.8070175438596,649.1977671451356
54,972.644094488189,645.5716535433071
55,973.3753894080996,643.404984423676
56,975.4003115264798,639.8956386292834
57,977.282012195122,636.7210365853658
58,978.672256097561,634.4375
59,979.0672926447575,632.3552425665102
60,979.3915756630265,628.2308892355694
61,979.2647975077881,625.3380062305296
62,979.4204204204204,622.605105105105
63,979.1337386018237,619.468085106383
64,978.4425727411946,616.2725880551302
65,977.7158054711247,614.8039513677811
66,976.719135802469,612.1095679012345
67,975.0622009569378,608.939393939394
68,973.62441314554,606.3302034428796
69,972.4427001569859,604.5149136577709
70,971.35303514377,601.1805111821086
71,969.8992000000001,597.4592
72,969.280185758514,595.0123839009289
73,968.1790322580645,590.9516129032259
74,967.3612479474548,587.0229885057471
75,966.8825448613377,584.699836867863
76,966.0568181818182,583.0503246753248
77,965.1414790996785,579.3536977491962
78,963.7109004739336,576.0616113744076
79,962.8961661341853,573.2603833865815
80,963.4197138314786,570.8410174880763
81,962.2921348314607,567.7351524879615
82,961.3393442622951,564.4081967213115
83,960.1150729335494,562.5461912479741
84,959.310569105691,560.8
85,958.4617834394905,557.3630573248408
86,956.6539735099337,553.4221854304636
87,955.2668863261944,550.9802306425041
88,954.146218487395,549.5613445378151
89,951.9038785834738,546.1180438448566
90,950.2082644628099,542.4165289256198
91,949.9885807504079,540.7373572593801
92,949.4573770491803,538.2081967213114
93,947.9723577235773,534.8130081300812
94,945.6074918566776,531.7638436482085
95,944.8486842105262,529.6858552631579
96,944.1218697829717,526.8096828046745
97,942.427392739274,522.483498349835
98,940.7208538587848,520.1280788177339
99,938.8419301164726,518.22462562396
100,937.0067796610169,515.7135593220339
101,934.9429530201342,512.8473154362416
102,934.1999999999999,510.6779661016949
103,932.6837606837607,509.16068376068375
104,928.9758203799654,508.020725388601
105,925.4856175972927,508.1353637901861
106,924.0633561643835,507.5958904109589
107,921.3920552677029,505.62867012089805
108,918.39092495637,503.20767888307154
109,916.4595524956972,501.18760757314976
110,914.015652173913,499.3373913043478
111,910.6180555555555,497.0954861111111
112,908.4515570934257,494.8217993079585
113,907.2996515679442,493.87979094076655
114,905.5672413793103,491.57068965517243
115,902.7229965156795,489.2073170731707
116,899.2091836734694,487.7108843537415
117,897.7223168654174,486.7376490630324
118,896.5017361111111,486.03993055555554
119,893.8327645051195,484.60921501706486
120,890.5779661016949,483.9237288135593
121,888.2235494880546,483.50170648464166
122,886.1159169550174,483.2249134948097
123,883.0349040139616,482.33158813263526
124,880.3967971530249,481.66903914590745
125,877.9068541300527,481.36379613356763
126,875.1081081081081,481.2072072072072
127,873.0573476702509,480.7043010752688
128,870.2684210526317,480.80350877192984
129,868.240350877193,481.44912280701755
130,866.460595446585,481.3782837127846
131,863.6493055555555,481.796875
132,861.798275862069,482.101724137931
133,860.595818815331,482.4094076655052
134,858.4668989547039,483.3379790940767
135,856.5289982425307,484.25659050966607
136,854.8252252252253,484.6666666666667
137,853.0281425891181,484.1313320825516
138,852.3908918406072,483.7362428842505
139,851.1727941176471,483.26838235294116
140,850.8925925925927,482.0111111111111
141,850.57833655706,479.8007736943907
142,848.7641509433962,477.5037735849057
143,847.984990619137,476.4484052532833
144,846.2550831792976,475.6765249537893
145,843.9624060150376,474.12781954887214
146,841.893115942029,473.3786231884058
147,839.4440366972477,471.7706422018349
148,837.2442748091603,470.1393129770992
149,834.0207939508507,469.0529300567108
150,832.9716446124764,467.304347826087
151,831.3194706994329,465.1568998109641
152,828.6268382352941,463.2518382352941
153,826.9797794117646,461.9209558823529
154,824.3228782287823,459.1162361623616
155,821.9582542694498,457.75332068311195
156,820.1325757575758,456.2102272727273
157,818.9815837937385,454.5469613259669
158,816.5522388059701,452.4029850746269
159,814.2224264705882,450.3584558823529
160,812.1510128913444,449.195211786372
