position,x0,y0
0,704.921146953405,655.6129032258065
1,703.9039145907473,656.297153024911
2,702.6114180478821,657.3609576427256
3,699.5691202872532,658.9533213644524
4,697.2056239015817,659.7855887521968
5,696.1701754385965,660.2982456140351
6,695.5086805555555,660.8333333333333
7,693.7684210526315,661.5578947368422
8,691.5211505922166,662.5820642978003
9,690.3572621035058,663.0801335559265
10,689.4019933554817,663.1943521594685
11,687.4111675126903,663.82910321489
12,684.1485148514852,664.3399339933993
13,683.1937602627257,664.5484400656815
14,682.349593495935,665.0959349593496
15,679.88127090301,666.3327759197324
16,677.7098360655738,667.760655737705
17,676.7252032520325,667.6065040650407
18,675.8319467554077,667.6955074875208
19,673.3716216216217,668.2989864864866
20,670.1716535433071,668.1874015748032
21,669.0725075528701,668.214501510574
22,667.9657853810264,668.298600311042
23,666.0080128205128,669.2451923076923
24,664.255737704918,669.9262295081967
25,662.8852988691439,670.2003231017771
26,662.1049180327869,670.3344262295082
27,661.0737833594977,670.5259026687598
28,657.9114906832298,670.9673913043478
29,654.7153502235469,671.408345752608
30,653.9335347432025,671.4622356495469
31,653.3990755007704,671.6147919876734
32,651.2826086956521,671.975155279503
33,648.4103773584906,672.6729559748428
34,646.934250764526,672.3562691131499
35,646.3060606060606,672.15
36,644.6817496229261,672.0361990950227
37,642.0572687224669,671.5770925110132
38,639.548048048048,671.6126126126126
39,638.9381598793364,671.4811463046757
40,637.5915279878972,670.983358547655
41,635.6236722306526,670.732928679818
42,633.5996932515337,670.75
43,632.8914027149322,670.5957767722474
44,632.5395136778116,670.2386018237082
45,630.003086419753,669.429012345679
46,627.1864406779662,668.0724191063174
47,626.3298969072165,667.0824742268042
48,625.9652042360061,666.6762481089258
49,623.8018433179724,665.78955453149
50,621.1751152073733,665.0537634408602
51,619.9566517189836,664.1285500747384
52,619.6071964017991,663.8125937031484
53,617.4486983154671,662.2986217457888
54,614.6529051987768,659.8761467889908
55,613.8300153139357,658.9770290964778
56,612.7465437788019,657.6697388632872
57,610.7042253521126,656.4945226917058
58,608.5682888540032,654.6373626373627
59,607.8407350689127,653.813169984686
60,607.2274096385543,653.3674698795181
61,604.7151702786379,651.077399380805
62,602.4984894259819,648.2280966767372
63,602.051593323217,647.2503793626707
64,601.4099378881987,646.2080745341615
65,600.4496124031008,644.2573643410852
66,599.7308294209703,642.8278560250392
67,599.3239436619718,642.1173708920188
68,599.2316293929712,641.3977635782747
