position,x0,y0
0,284.64835164835165,321.0549450549451
1,283.9583333333333,323.15625
2,283.5263157894737,323.4526315789474
3,281.19387755102036,326.03061224489795
4,279.01041666666663,328.5
5,277.031914893617,330.98936170212767
6,275.70212765957444,332.2340425531915
7,273.69565217391306,332.40579710144925
8,273.09333333333336,332.96000000000004
9,272.6842105263158,333.6710526315789
10,272.25,334.1029411764706
11,270.58730158730157,336.19047619047615
12,269.7962962962963,337.3148148148148
13,267.62790697674416,339.48837209302326
14,266.86842105263156,341.34210526315786
15,266.35714285714283,342.2857142857143
16,265.21875,344.4375
17,263.40000000000003,346.02222222222224
18,262.6744186046512,346.3255813953488
19,261.6774193548387,346.5806451612903
20,260.9285714285714,347.1785714285714
21,258.52173913043475,349.21739130434776
22,256.9411764705882,350.7058823529411
23,257.05263157894734,350.31578947368416
24,255.53333333333327,350.73333333333323
25,255.99999999999994,349.87499999999994
26,255.62499999999994,350.49999999999994
27,256.12499999999994,350.12499999999994
28,254.64285714285714,352.4285714285714
29,254.99999999999994,353.5555555555555
30,254.66666666666663,354.7777777777777
31,252.99999999999994,358.83333333333326
32,253.46153846153842,361.9230769230769
33,251.47619047619042,364.2857142857142
34,251.3333333333333,366.73333333333323
35,249.24999999999994,369.99999999999994
36,247.39999999999992,376.1999999999999
37,246.88888888888886,378.49999999999994
38,245.68421052631575,381.4210526315789
39,244.99999999999994,386.1666666666666
40,244.59259259259258,388.4444444444444
41,243.8571428571428,392.4761904761904
42,243.2307692307692,394.8461538461538
43,242.74999999999994,398.0416666666666
44,242.41176470588235,400.52941176470586
45,242.5,401.96875
46,241.80952380952377,403.7142857142856
47,240.55555555555551,405.6666666666666
48,239.92105263157893,408.05263157894734
49,239.08823529411765,411.11764705882354
50,238.2702702702703,413.7567567567568
51,237.66666666666669,415.24242424242425
52,236.73684210526315,417.4210526315789
53,235.8095238095238,419.1190476190476
54,235.85000000000002,421.95000000000005
55,235.9722222222222,424.38888888888886
56,235.41463414634148,424.6829268292683
57,235.28947368421052,424.07894736842104
58,234.47058823529412,427.8235294117647
59,234.70000000000002,427.175
60,234.8095238095238,427.4761904761904
61,235.02222222222224,429.5777777777778
62,234.95121951219514,432.0975609756098
63,235.63414634146343,434.0
64,235.33333333333331,434.63888888888886
65,234.48571428571427,437.77142857142854
66,234.0681818181818,440.95454545454544
67,233.57500000000002,441.875
68,233.02272727272728,443.65909090909093
69,232.61363636363637,445.1818181818182
70,230.48936170212767,449.3404255319149
71,230.51111111111112,450.77777777777777
72,230.14285714285714,454.0285714285714
73,230.30555555555554,453.88888888888886
74,229.64285714285714,454.6785714285714
75,229.4230769230769,455.57692307692304
76,228.52941176470583,459.6470588235293
