position,x0,y0
0,602.6764705882352,551.1470588235294
1,599.0,551.2444444444444
2,593.2058823529412,551.7720588235294
3,591.2611940298507,550.7686567164179
4,587.6764705882352,548.7573529411765
5,584.9586206896552,548.1517241379311
6,582.3333333333334,548.5
7,578.7720588235294,548.5955882352941
8,575.5652173913044,547.7971014492754
9,572.6363636363636,547.9370629370629
10,570.1323529411765,549.0588235294117
11,567.6642335766423,550.8540145985402
12,565.6058394160584,553.0802919708029
13,564.5915492957747,554.9295774647887
14,561.5147058823529,556.3014705882352
15,560.2269503546099,557.8581560283687
16,556.7164179104477,560.865671641791
17,553.9352517985611,561.2302158273382
18,550.0296296296297,561.2518518518518
19,547.3142857142857,561.4499999999999
20,544.0,563.1079136690648
21,540.841726618705,563.6762589928057
22,539.7083333333333,563.4652777777777
23,537.6083916083916,563.013986013986
24,535.7872340425532,563.2978723404256
25,533.595744680851,563.418439716312
26,532.1376811594203,563.6159420289855
27,529.6923076923077,564.3986013986014
28,528.0352112676056,564.5211267605634
29,527.4347826086956,564.8333333333334
30,527.1304347826087,565.8260869565217
31,526.5874125874126,566.4125874125874
32,526.0928571428572,566.9499999999999
33,525.0559440559441,567.6153846153846
34,524.5177304964539,568.4326241134752
35,524.8478260869565,569.3260869565217
36,524.3503649635036,571.2481751824818
37,524.354609929078,573.0070921985815
38,524.5073529411765,574.5367647058823
39,524.458904109589,576.0958904109589
40,524.3472222222222,578.5694444444445
41,524.3862068965517,581.351724137931
42,525.2482269503546,583.1418439716311
43,525.8645161290323,584.9032258064516
44,525.6666666666667,586.3866666666667
45,526.9869281045752,589.640522875817
46,527.5862068965517,593.4758620689655
47,528.1800000000001,596.1
48,528.44,598.9333333333334
49,528.8120805369127,601.4228187919463
50,530.3013698630136,606.3767123287671
51,531.0068027210884,609.6394557823129
52,530.6621621621622,613.5540540540541
53,531.168918918919,617.3310810810812
54,533.5862068965517,620.696551724138
55,535.1478873239437,623.8521126760563
56,536.1496598639455,627.374149659864
57,536.5448275862069,630.8482758620689
58,537.7254901960785,634.7712418300654
59,537.993288590604,638.1879194630873
60,537.8026315789473,640.953947368421
61,537.3881578947368,645.7105263157895
62,537.9019607843137,649.5816993464052
63,539.510067114094,653.6711409395973
64,538.9346405228758,655.7973856209151
65,538.7260273972603,659.6095890410959
66,539.9109589041095,662.3972602739726
67,542.2653061224489,666.7414965986394
68,542.8368794326241,670.0425531914893
69,543.4149659863946,675.1156462585034
70,545.8156028368794,677.0709219858156
71,548.9071428571428,681.5785714285714
72,549.374149659864,685.374149659864
73,549.7712418300654,690.5816993464052
74,550.3125,694.0069444444445
75,551.9931972789116,700.7142857142857
76,551.0067567567568,703.5337837837839
77,550.8108108108108,708.1621621621622
78,551.2026143790849,711.8823529411765
79,552.1324503311258,715.9735099337748
80,552.0738255033557,718.8657718120805
81,550.6948051948052,722.8051948051949
82,549.9172413793103,726.3724137931034
83,549.4929577464789,729.3098591549295
84,548.93006993007,732.1398601398602
85,545.9580419580419,734.5034965034965
86,544.2402597402598,737.6493506493507
87,542.9607843137255,741.4771241830066
88,541.7808219178082,745.6917808219177
89,539.7397260273972,749.0136986301369
90,538.2631578947368,752.8157894736842
91,537.9931972789116,756.8367346938775
92,538.6027397260274,760.2739726027397
93,537.9014084507043,762.4507042253522
94,536.0633802816901,765.2746478873239
95,534.1972789115646,766.2993197278911
96,532.8137931034482,768.3586206896551
97,530.68345323741,770.0071942446043
98,526.4609929078014,771.0992907801418
99,524.1048951048951,770.9440559440559
100,521.9933774834437,771.8278145695364
101,519.2733333333333,772.3533333333334
102,517.4444444444445,772.9027777777777
103,514.551724137931,773.1103448275862
104,512.4577464788732,772.9647887323944
105,510.6486486486487,772.6554054054054
106,508.20138888888886,773.1736111111111
107,504.8496732026144,773.1633986928105
108,502.6092715231788,772.6953642384105
109,501.6081081081081,772.8648648648649
110,500.6666666666667,773.1133333333333
111,498.2535211267606,773.7042253521126
112,496.5032679738562,774.5882352941177
113,494.027397260274,776.6506849315068
114,491.86,777.88
115,490.42465753424653,778.5068493150684
116,488.29729729729735,778.3108108108108
117,485.5483870967742,777.6645161290322
118,483.2602739726027,777.958904109589
119,480.2384105960265,777.6490066225166
120,477.80769230769226,777.1346153846154
121,475.41333333333336,775.0133333333334
122,473.8620689655172,773.7586206896551
123,472.75163398692814,773.4967320261438
124,471.06206896551726,773.1931034482759
125,469.84459459459464,772.891891891892
126,468.19863013698625,772.5
127,467.13513513513516,772.5337837837839
128,466.43624161073825,772.9127516778524
129,464.9801324503311,772.8211920529801
130,463.40410958904107,771.7808219178082
131,460.81818181818187,769.922077922078
132,457.8666666666667,769.4466666666667
133,455.77333333333337,768.0733333333334
134,454.07006369426756,766.3694267515924
135,452.8835616438356,765.3013698630136
136,451.20805369127515,764.6375838926174
137,449.72185430463577,763.8344370860927
138,448.9731543624161,763.5436241610738
139,447.85333333333335,763.3733333333333
140,447.1360544217687,763.952380952381
141,446.92957746478874,764.4788732394367
142,445.65714285714284,764.5857142857143
143,444.89189189189193,764.5810810810812
144,444.60416666666663,765.3958333333333
145,444.3636363636364,766.3426573426574
146,444.48275862068965,767.255172413793
147,443.2317880794702,768.3973509933775
148,442.6241610738255,769.2953020134228
149,441.15862068965515,771.1655172413793
150,440.50354609929076,772.8439716312057
151,439.65714285714284,774.7142857142857
152,439.2785714285714,775.7857142857142
153,437.9645390070922,777.2765957446808
154,436.0921985815603,779.063829787234
155,435.78723404255317,780.482269503546
156,435.5931034482759,783.255172413793
157,435.79729729729735,786.3513513513514
158,436.2147651006711,788.006711409396
159,436.3125,790.7125000000001
160,436.5859872611465,793.5286624203823
161,436.8216560509554,798.1146496815287
162,436.77852348993287,800.0
163,436.90967741935486,802.8064516129032
164,437.7654320987654,805.1419753086419
165,439.7707006369427,809.0573248407644
166,441.21153846153845,810.7307692307692
167,442.2142857142857,812.7337662337662
168,443.6687116564417,816.1717791411044
169,444.4367088607595,816.8037974683544
170,447.2529411764706,820.2823529411764
171,448.71875,822.4375
172,450.32278481012656,825.132911392405
173,452.6477987421384,827.5283018867925
174,454.44155844155847,830.1428571428572
175,455.6358024691358,835.3148148148148
176,454.78205128205127,839.4807692307692
177,454.8427672955975,844.1698113207548
178,455.49367088607596,849.0126582278481
179,455.5375,852.75625
180,454.96774193548384,854.341935483871
181,454.858024691358,855.9506172839506
182,455.0625,858.03125
183,455.35403726708074,861.0807453416148
184,457.3525641025641,864.7371794871794
185,457.46451612903223,867.8129032258064
186,456.6296296296296,870.3148148148148
187,455.4620253164557,873.246835443038
188,454.9466666666667,875.0466666666667
189,455.3506493506494,877.0129870129871
190,455.3267973856209,877.4771241830066
191,455.6081081081081,878.2027027027027
192,456.1476510067114,879.1677852348993
193,456.57638888888886,879.7152777777777
194,457.04,879.6133333333333
195,457.43243243243245,880.195945945946
196,458.93865030674846,880.7791411042945
197,459.94303797468353,881.379746835443
198,460.7037037037037,881.4753086419753
199,461.25766871165644,882.7116564417178
200,461.90184049079755,884.4233128834356
201,462.8888888888889,885.0326797385621
202,464.10062893081766,885.748427672956
203,465.81875,885.90625
204,467.20731707317077,886.359756097561
205,468.1518987341772,886.7974683544304
206,469.71710526315786,887.75
207,473.07643312101914,889.6305732484077
208,474.1161290322581,891.4129032258064
209,475.1304347826087,892.8881987577639
210,476.01863354037266,895.031055900621
211,477.46000000000004,897.1133333333333
212,479.0886075949367,897.9493670886076
213,481.05806451612904,898.1612903225806
214,482.75,897.4934210526316
215,483.7088607594937,897.6708860759494
216,484.9155844155844,897.3311688311688
217,485.8089171974523,896.8726114649681
218,487.2375,896.9937500000001
219,488.36708860759495,897.8607594936709
220,489.36942675159236,898.1146496815287
221,490.6835443037975,898.379746835443
222,492.88050314465414,898.8176100628931
223,494.9591836734694,899.156462585034
224,496.26000000000005,899.3733333333333
225,497.2025316455696,900.746835443038
226,498.33103448275864,902.5241379310345
227,500.2702702702703,904.418918918919
228,502.0141843971631,905.3900709219857
229,502.99285714285713,905.7642857142857
230,503.4709677419355,906.2193548387097
231,503.61842105263156,906.1710526315788
232,503.3907284768212,906.2847682119206
233,503.6423841059603,906.1655629139073
234,503.3862068965517,906.1586206896552
235,503.3493150684931,905.958904109589
236,503.5222929936306,906.2101910828026
237,503.4545454545455,905.7532467532468
238,503.69032258064516,905.7354838709678
239,504.2108843537415,905.3469387755101
240,504.8175675675676,904.8513513513514
241,505.61073825503354,903.9597315436241
242,506.1578947368421,902.9210526315788
243,507.5679012345679,902.0679012345679
244,509.61988304093563,899.9590643274853
245,510.3662790697674,898.9360465116279
246,512.1137724550898,897.9580838323354
